vid,uid,title,log,status,comment,promote,sticky,vuuid,nid,type,language,created,changed,tnid,translate,uuid,revision_timestamp,revision_uid,body['und']['0']['value'],body['und']['0']['summary'],body['und']['0']['format'],field_type['und']['0']['value'],field_format['und']['0']['value'],field_updated['und']['0']['value'],field_updated['und']['0']['format'],field_updated['und']['0']['safe_value'],field_uri['und']['0']['value'],field_uri['und']['0']['format'],field_uri['und']['0']['safe_value'],field_db_subjects['und']['0']['tid'],field_db_subjects['und']['1']['tid'],field_db_subjects['und']['2']['tid'],field_cid['und']['0']['value'],name,picture,data,path['pid'],path['source'],path['alias'],path['language'],menu,node_export_drupal_version,workbench_moderation_state_current,workbench_moderation_state_new
899,96,ICPSR Data Access,Created by FeedsNodeProcessor,1,0,0,0,69549f97-dce0-446b-8651-b9421207ac26,899,database,und,1312561717,1442586959,0,0,8ce81d37-8944-4f01-961c-0a52f5a036fd,1442586959,96,"An archive of social science data for research and instruction in the social sciences, education, health sciences, and business. Read the information carefully before downloading data sets from ICPSR or placing requests with Research Computing.",,NULL,Primary Resource,Full-Text,quarterly,NULL,quarterly,http://www.icpsr.umich.edu,NULL,http://www.icpsr.umich.edu,11,17,22,495,mheller1,0,"a:6:{s:16:""ckeditor_default"";s:1:""t"";s:20:""ckeditor_show_toggle"";s:1:""t"";s:14:""ckeditor_width"";s:4:""100%"";s:13:""ckeditor_lang"";s:2:""en"";s:18:""ckeditor_auto_lang"";s:1:""t"";s:7:""overlay"";i:0;}",407,node/899,icpsr-data-access,und,NULL,7,published,published
